File name: 40-35-50
Result: 45
Gen 11:[8, 3, 2, 5, 2, 2, 9, 5, 7, 7, 8, 6, 9, 5, 4, 4, 4, 4, 10, 8, 6, 10, 10, 4, 3, 10, 9, 4, 7, 5, 3, 7, 12, 5, 6, 2, 7, 10, 5, 3, 8048]
Gen 12:[8, 3, 2, 5, 2, 2, 9, 5, 7, 7, 8, 6, 9, 5, 4, 4, 4, 4, 10, 8, 6, 10, 10, 4, 3, 10, 9, 4, 7, 5, 3, 7, 12, 5, 6, 2, 7, 10, 5, 3, 8048]
Gen 13:[10, 5, 2, 5, 2, 2, 10, 10, 8, 7, 8, 6, 9, 5, 4, 2, 3, 5, 10, 8, 4, 9, 7, 3, 3, 10, 9, 4, 7, 5, 2, 7, 9, 4, 6, 2, 7, 12, 7, 6, 7051]
Gen 14:[10, 5, 2, 5, 2, 2, 10, 10, 8, 7, 8, 6, 9, 5, 4, 2, 3, 5, 10, 8, 4, 9, 7, 3, 3, 10, 9, 4, 7, 5, 2, 7, 9, 4, 6, 2, 7, 12, 7, 6, 7051]
Gen 15:[10, 5, 2, 5, 2, 2, 10, 10, 8, 7, 8, 6, 9, 5, 4, 2, 3, 5, 10, 8, 4, 9, 7, 3, 3, 10, 9, 4, 7, 5, 2, 7, 9, 4, 6, 2, 7, 12, 7, 6, 7051]
Gen 16:[10, 5, 2, 5, 2, 2, 10, 10, 8, 7, 8, 6, 9, 5, 4, 2, 3, 5, 10, 8, 4, 9, 7, 3, 3, 10, 9, 4, 7, 5, 2, 7, 9, 4, 6, 2, 7, 12, 7, 6, 7051]
Gen 17:[10, 5, 2, 5, 2, 2, 10, 10, 8, 7, 8, 6, 9, 5, 4, 2, 3, 5, 10, 8, 4, 9, 7, 3, 3, 10, 9, 4, 7, 5, 2, 7, 9, 4, 6, 2, 7, 12, 7, 6, 7051]
Gen 18:[9, 8, 2, 4, 2, 2, 10, 7, 9, 5, 8, 5, 6, 3, 9, 2, 4, 4, 10, 7, 6, 10, 10, 3, 4, 7, 5, 3, 6, 1, 2, 6, 10, 5, 8, 2, 9, 7, 5, 5, 7049]
Gen 19:[9, 8, 2, 4, 2, 2, 10, 7, 9, 5, 8, 5, 6, 3, 9, 2, 4, 4, 10, 7, 6, 11, 10, 3, 4, 10, 9, 4, 7, 5, 3, 7, 10, 5, 8, 2, 9, 7, 5, 5, 5044]
Gen 20:[10, 8, 2, 4, 2, 2, 9, 5, 7, 7, 8, 6, 9, 5, 4, 2, 3, 5, 10, 8, 4, 9, 7, 3, 3, 10, 9, 5, 6, 5, 2, 7, 9, 4, 6, 2, 7, 9, 6, 6, 4049]
Gen 21:[10, 8, 2, 4, 2, 2, 9, 5, 7, 7, 8, 6, 9, 5, 4, 2, 3, 5, 10, 8, 4, 9, 7, 3, 3, 10, 9, 5, 6, 5, 2, 7, 9, 4, 6, 2, 7, 9, 6, 6, 4049]
Gen 22:[9, 3, 2, 4, 2, 2, 11, 11, 9, 6, 8, 6, 9, 5, 4, 2, 4, 4, 11, 8, 7, 11, 11, 3, 3, 10, 7, 4, 7, 2, 4, 7, 11, 5, 6, 2, 8, 7, 5, 5, 2050]
Gen 23:[10, 4, 2, 5, 2, 2, 9, 10, 7, 7, 8, 4, 9, 5, 4, 4, 4, 4, 10, 8, 6, 9, 7, 3, 3, 8, 5, 4, 7, 5, 2, 8, 10, 5, 6, 2, 7, 10, 6, 8, 2050]
Gen 24:[10, 4, 2, 5, 2, 2, 9, 10, 7, 7, 8, 4, 9, 5, 4, 4, 4, 4, 10, 8, 6, 9, 7, 3, 3, 8, 5, 4, 7, 5, 2, 8, 10, 5, 6, 2, 7, 10, 6, 8, 2050]
Gen 25:[10, 4, 2, 5, 2, 2, 9, 10, 7, 7, 8, 4, 9, 5, 4, 4, 4, 4, 10, 8, 6, 9, 7, 3, 3, 8, 5, 4, 7, 5, 2, 8, 10, 5, 6, 2, 7, 10, 6, 3, 50]
Gen 26:[10, 4, 2, 5, 2, 2, 9, 10, 7, 7, 8, 4, 9, 5, 4, 2, 3, 5, 10, 8, 6, 9, 7, 3, 3, 8, 5, 4, 7, 5, 2, 8, 10, 5, 6, 2, 7, 10, 6, 8, 45]
